UserID,1,2,3,4,5,6,7,8,9,10
27944300,TERA,The Witcher 3 Wild Hunt,Clicker Heroes,Counter-Strike Condition Zero,DmC Devil May Cry,Dark Messiah of Might & Magic Multi-Player,GunZ 2 The Second Duel,Age of Empires II HD Edition,Mafia II,Total War ROME II - Emperor Edition
28031199,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,The Elder Scrolls V Skyrim,Left 4 Dead 2,Garry's Mod,Sid Meier's Civilization V,Terraria,PAYDAY 2,Borderlands 2
28064589,Dota 2,Alien Swarm,Call of Duty Modern Warfare 2,Half-Life 2 Deathmatch,Call of Duty Modern Warfare 2 - Multiplayer,Day of Defeat Source,Company of Heroes,"Warhammer 40,000 Dawn of War II",Half-Life 2 Episode One,Team Fortress 2
28113724,Call of Duty Black Ops - Multiplayer,Counter-Strike,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops,Call of Duty Modern Warfare 2,Counter-Strike Condition Zero,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 3,Call of Duty Black Ops II - Multiplayer,Dota 2
28472068,Dead Island,Saints Row IV,Saints Row The Third,Serious Sam 3 BFE,RAGE,Half-Life 2 Episode Two,Borderlands,Half-Life 2,Portal,Alien Swarm
28648610,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,The Elder Scrolls V Skyrim,Garry's Mod,Left 4 Dead 2,Terraria,Sid Meier's Civilization V,Borderlands 2,PAYDAY 2
28815669,Half-Life 2 Deathmatch,Half-Life 2 Episode One,Day of Defeat Source,Half-Life 2 Episode Two,Half-Life 2,Killing Floor,Left 4 Dead,Counter-Strike Source,Alien Swarm,Half-Life
28939171,Counter-Strike Source,Counter-Strike Global Offensive,Team Fortress 2,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Portal 2,Sid Meier's Civilization V,Terraria,Half-Life 2 Deathmatch
28997716,Counter-Strike Source,Half-Life 2,Counter-Strike Global Offensive,Team Fortress 2,Portal 2,Portal,Left 4 Dead 2,Garry's Mod,Half-Life 2 Episode One,The Elder Scrolls V Skyrim
29001140,Lara Croft and the Guardian of Light,Batman Arkham Origins,Dying Light,Injustice Gods Among Us Ultimate Edition,Darksiders,"Warhammer 40,000 Dawn of War  Dark Crusade",Darksiders II,Warhammer End Times - Vermintide,Sonic & All-Stars Racing Transformed,Football Manager 2010
29052354,Counter-Strike Source,Counter-Strike,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,PAYDAY 2,Terraria,Sid Meier's Civilization V
29081256,Tom Clancy's Ghost Recon Phantoms - NA,Medal of Honor(TM) Multiplayer,Mafia II,Medal of Honor(TM) Single Player,Counter-Strike Condition Zero,Zombie Panic Source,Homefront,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 3 - Multiplayer,Age of Chivalry
29239329,The Binding of Isaac,The Walking Dead,Tomb Raider,Portal,Metro 2033,FTL Faster Than Light,Sid Meier's Civilization V,BioShock Infinite,Dishonored,Dark Souls Prepare to Die Edition
29268335,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,The Elder Scrolls V Skyrim,Garry's Mod,Left 4 Dead 2,Terraria,PAYDAY 2,Sid Meier's Civilization V,Borderlands 2
29302014,Dota 2,Unturned,Counter-Strike Global Offensive,Team Fortress 2,Garry's Mod,Left 4 Dead 2,The Elder Scrolls V Skyrim,PAYDAY 2,Dead Island Epidemic,Warframe
29537499,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty 4 Modern Warfare,Day of Defeat Source,Call of Duty Black Ops II - Multiplayer,Call of Duty Ghosts - Multiplayer
29569611,Counter-Strike Source,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Dota 2,Terraria,Portal 2,Sid Meier's Civilization V
29706117,Half-Life 2,Counter-Strike Source,Left 4 Dead 2,Dead Island,Team Fortress 2,Portal,Counter-Strike Global Offensive,Portal 2,Alien Swarm,Garry's Mod
29753085,Half-Life 2,Portal,Torchlight II,Half-Life 2 Episode Two,Borderlands,Half-Life 2 Episode One,BioShock,Dungeon Defenders,Batman Arkham City GOTY,The Witcher Enhanced Edition
29764828,Counter-Strike,Counter-Strike Condition Zero,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Dota 2,PAYDAY 2,Terraria
29852387,Team Fortress 2,Counter-Strike Global Offensive,Counter-Strike,Assassin's Creed II,The Elder Scrolls V Skyrim,Left 4 Dead 2,Garry's Mod,Dota 2,Counter-Strike Source,PAYDAY 2
29873979,Euro Truck Simulator 2,Arma 3,Rocket League,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,Grand Theft Auto V,The Elder Scrolls V Skyrim,Cities Skylines,Garry's Mod
29983962,Half-Life 2 Episode One,Borderlands,Dota 2,Half-Life 2,Portal,Half-Life 2 Deathmatch,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Half-Life 2 Episode Two,Left 4 Dead
30036927,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,Garry's Mod,The Elder Scrolls V Skyrim,Left 4 Dead 2,Terraria,PAYDAY 2,Sid Meier's Civilization V,Borderlands 2
30042027,Half-Life 2 Deathmatch,Half-Life 2,Killing Floor,Portal,Team Fortress 2,Alien Swarm,Counter-Strike Global Offensive,Left 4 Dead 2,Portal 2,Garry's Mod
30061970,Unturned,Warframe,Robocraft,Dota 2,The Elder Scrolls III Morrowind,Europa Universalis IV,Trove,Rust,The Forest,The Witcher 2 Assassins of Kings Enhanced Edition
30115594,Counter-Strike,Counter-Strike Condition Zero,Football Manager 2013,Day of Defeat,Napoleon Total War,Total War SHOGUN 2,Counter-Strike Source,Total War ROME II - Emperor Edition,Team Fortress 2,Counter-Strike Global Offensive
30172489,Call of Duty Black Ops II - Multiplayer,Call of Duty Black Ops - Multiplayer,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Black Ops,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Call of Duty Ghosts - Multiplayer,Call of Duty Black Ops II,Call of Duty Ghosts
30239820,Dota 2,Counter-Strike Global Offensive,Team Fortress 2,Survarium,Heroes & Generals,Garry's Mod,Left 4 Dead 2,Counter-Strike,Warface,The Elder Scrolls V Skyrim
30246419,Command and Conquer Red Alert 3,Company of Heroes 2,Tom Clancy's Splinter Cell Conviction,Mass Effect 2,Trine,LEGO The Lord of the Rings,Sins of a Solar Empire Rebellion,Guns of Icarus Online,EVE Online,Star Trek Online
30280104,Half-Life 2 Deathmatch,Half-Life 2 Episode One,Day of Defeat Source,Half-Life 2 Episode Two,Half-Life 2,Killing Floor,Left 4 Dead,Counter-Strike Source,Alien Swarm,Half-Life
30425578,Castle Crashers,The Binding of Isaac Rebirth,BattleBlock Theater,Don't Starve,FINAL FANTASY XIV A Realm Reborn,Trine 2,Portal,The Binding of Isaac,Tomb Raider,Dark Souls Prepare to Die Edition
30432648,Team Fortress 2,Counter-Strike Global Offensive,Dota 2,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Terraria,PAYDAY 2,Sid Meier's Civilization V,Borderlands 2
30440303,Insurgency,Dirty Bomb,HAWKEN,Blacklight Retribution,APB Reloaded,Warface,No More Room in Hell,Loadout,PlanetSide 2,Half-Life 2 Episode Two
30500254,Half-Life 2,Portal,Half-Life 2 Episode One,Half-Life 2 Episode Two,Half-Life 2 Deathmatch,Left 4 Dead,Killing Floor,Borderlands,Torchlight II,Half-Life
30519870,Synergy,S.T.A.L.K.E.R. Shadow of Chernobyl,Batman Arkham Asylum GOTY Edition,Fallout New Vegas,Half-Life 2 Episode One,Ultra Street Fighter IV,Dota 2,Endless Space,Sleeping Dogs,Deus Ex Human Revolution - Director's Cut
30527047,Counter-Strike,Counter-Strike Condition Zero,Football Manager 2013,Day of Defeat,Napoleon Total War,Total War SHOGUN 2,Counter-Strike Source,Total War ROME II - Emperor Edition,Team Fortress 2,Counter-Strike Global Offensive
30572170,Counter-Strike Source,Half-Life 2,Left 4 Dead,Half-Life 2 Episode Two,Portal,Portal 2,Left 4 Dead 2,Half-Life 2 Episode One,Team Fortress 2,Counter-Strike Global Offensive
30614573,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops - Multiplayer,Killing Floor,Half-Life 2 Deathmatch,Call of Duty Black Ops,Synergy,Call of Duty 4 Modern Warfare,Day of Defeat Source,Call of Duty Modern Warfare 3
30699429,Call of Duty Modern Warfare 2 - Multiplayer,Dota 2,Call of Duty Modern Warfare 2,H1Z1,Sid Meier's Civilization V,Counter-Strike Global Offensive,Team Fortress 2,The Elder Scrolls V Skyrim,Left 4 Dead 2,Terraria
30739537,Counter-Strike Condition Zero,Counter-Strike,Day of Defeat,Counter-Strike Condition Zero Deleted Scenes,GRID 2,Rome Total War,War of the Roses,Football Manager 2013,Sniper Elite V2,Zombie Panic Source
30912860,Risk of Rain,Hotline Miami,The Binding of Isaac,Scribblenauts Unlimited,Super Meat Boy,Starbound,Spec Ops The Line,Natural Selection 2,Serious Sam 3 BFE,Hammerwatch
30913209,Neverwinter,DC Universe Online,RIFT,Counter-Strike Condition Zero,Call of Duty Modern Warfare 2 - Multiplayer,Half-Life 2,Half-Life 2 Deathmatch,Call of Duty Modern Warfare 2,Portal,The Elder Scrolls IV Oblivion 
31007645,Empire Total War,Total War ROME II - Emperor Edition,Total War SHOGUN 2,Counter-Strike,Napoleon Total War,Medieval II Total War,Call of Juarez Gunslinger,Rising Storm/Red Orchestra 2 Multiplayer,H1Z1,Rome Total War
31187179,Besiege,Killing Floor,Surgeon Simulator,Goat Simulator,7 Days to Die,Plague Inc Evolved,Star Wars - Battlefront II,Kerbal Space Program,Mafia II,Rome Total War
31669242,Don't Starve,NBA 2K14,Watch_Dogs,Don't Starve Together Beta,Mark of the Ninja,Call of Duty Black Ops II - Multiplayer,Alien Isolation,Sid Meier's Civilization Beyond Earth,Borderlands,NBA 2K15
31727716,Tom Clancy's Ghost Recon Phantoms - EU,Dota 2,Unturned,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops II - Multiplayer,Team Fortress 2,Battlefield Bad Company 2,APB Reloaded,Robocraft,Left 4 Dead 2
31733654,Half-Life 2 Episode Two,Half-Life 2 Episode One,Half-Life 2,Portal,Half-Life 2 Deathmatch,Portal 2,Left 4 Dead 2,Day of Defeat Source,Counter-Strike Source,Team Fortress 2
31817706,Football Manager 2014,Football Manager 2013,Football Manager 2015,Napoleon Total War,Empire Total War,Sid Meier's Civilization Beyond Earth,Total War SHOGUN 2,Total War ROME II - Emperor Edition,Football Manager 2012,XCOM Enemy Unknown
31849177,Fallout New Vegas,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Fallout 4,Counter-Strike Source,Sid Meier's Civilization V,Football Manager 2012,The Witcher 2 Assassins of Kings Enhanced Edition,BioShock Infinite,Grand Theft Auto IV
31887973,Counter-Strike Condition Zero,Counter-Strike,Day of Defeat,Counter-Strike Condition Zero Deleted Scenes,GRID 2,Rome Total War,Football Manager 2013,War of the Roses,Zombie Panic Source,Orcs Must Die!
31944667,Counter-Strike Condition Zero,Counter-Strike,Day of Defeat,Counter-Strike Condition Zero Deleted Scenes,GRID 2,Rome Total War,War of the Roses,Sniper Elite V2,Football Manager 2013,Zombie Panic Source
32102983,Rust,Counter-Strike Source,Dota 2,Counter-Strike Global Offensive,Team Fortress 2,Garry's Mod,Left 4 Dead 2,DayZ,The Elder Scrolls V Skyrim,Arma 2 Operation Arrowhead
32125590,Counter-Strike,Saints Row The Third,Counter-Strike Condition Zero,Dota 2,Saints Row IV,Dead Island,Sniper Elite V2,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2
32126281,Rust,Kerbal Space Program,XCOM Enemy Unknown,Rome Total War,Natural Selection 2,Mass Effect 2,Risk of Rain,Unturned,Space Engineers,Besiege
32467994,Path of Exile,Rocket League,Dragon Nest Europe,Dungeon Defenders II,Trine 2,RIFT,Awesomenauts,SpeedRunners,Mortal Kombat Komplete Edition,Darksiders II
32498610,Team Fortress 2,Counter-Strike Global Offensive,Counter-Strike,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Dota 2,PAYDAY 2,Terraria,Borderlands 2
32577778,Spintires,GRID 2,RaceRoom Racing Experience ,Dota 2,Farming Simulator 15,Assetto Corsa,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Garry's Mod
32592631,Counter-Strike,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 3,Mafia II,Counter-Strike Condition Zero,Sniper Elite V2
32644336,Mortal Kombat X,Aliens vs. Predator,Half-Life 2,The Darkness II,Left 4 Dead,Dead Island,DARK SOULS II,NBA 2K15,Call of Duty Black Ops,Batman Arkham Origins
32710856,Tomb Raider,DARK SOULS II,Portal 2,Dying Light,Marvel Heroes 2015,Grand Theft Auto V,Torchlight II,Borderlands 2,Left 4 Dead 2,Counter-Strike Global Offensive
32749624,Dota 2,Counter-Strike,Team Fortress 2,Counter-Strike Global Offensive,Garry's Mod,Left 4 Dead 2,The Elder Scrolls V Skyrim,Terraria,PAYDAY 2,Sid Meier's Civilization V
32847394,Fallout New Vegas,Fallout 4,Borderlands The Pre-Sequel,Fallout 3 - Game of the Year Edition,SimCity 4 Deluxe,Borderlands,The Elder Scrolls IV Oblivion ,Call of Duty Black Ops,Cities Skylines,BioShock
33013552,H1Z1,Dying Light,Batman Arkham Origins,Rocket League,Age of Empires III Complete Collection,Chivalry Medieval Warfare,Far Cry 3,Dust An Elysian Tail,"Warhammer 40,000 Dawn of War  Dark Crusade",DayZ
33071192,Counter-Strike Source,Counter-Strike,Half-Life 2,Day of Defeat Source,Half-Life 2 Deathmatch,Left 4 Dead,Half-Life 2 Episode Two,Portal,Half-Life 2 Episode One,Portal 2
33121288,Deus Ex Human Revolution,Tomb Raider,BioShock Infinite,The Witcher 2 Assassins of Kings Enhanced Edition,Dishonored,Fallout 4,Metro Last Light,Metro 2033,Grand Theft Auto V,Fallout New Vegas
33214968,Dead Island,Saints Row IV,Saints Row The Third,Half-Life 2,Portal,Borderlands,Portal 2,Killing Floor,Left 4 Dead,Left 4 Dead 2
33282871,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 3,ARK Survival Evolved,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops - Multiplayer,Call of Duty Modern Warfare 2,Call of Duty Black Ops,Planetary Annihilation,Rust,Tom Clancy's Ghost Recon Phantoms - EU
33452361,Half-Life 2 Episode Two,Counter-Strike Source,Half-Life 2 Episode One,Portal,Borderlands,Left 4 Dead,Half-Life 2,Dead Island,BioShock,Alien Swarm
33518079,7 Days to Die,Fallout New Vegas,Counter-Strike Source,Age of Empires III Complete Collection,DC Universe Online,"Warhammer 40,000 Dawn of War II",Fallout 4,Tropico 4,The Escapists,Grand Theft Auto San Andreas
33580866,Counter-Strike Source,Killing Floor,Half-Life 2 Deathmatch,Left 4 Dead 2,Counter-Strike Global Offensive,Left 4 Dead,Team Fortress 2,Garry's Mod,Portal 2,Half-Life 2
33622085,Natural Selection 2,Alien Swarm,Risk of Rain,RIFT,Synergy,Supreme Commander 2,Killing Floor,State of Decay,How to Survive,Company of Heroes
33651880,H1Z1,Sid Meier's Civilization IV Beyond the Sword,Starbound,Empire Total War,Worms Revolution,Rocket League,Total War SHOGUN 2,Scribblenauts Unlimited,WAKFU,Dungeon Defenders II
33659046,Starbound,The Binding of Isaac Rebirth,The Binding of Isaac,Scribblenauts Unlimited,Don't Starve,Alien Swarm,Counter-Strike Source,Don't Starve Together Beta,AdVenture Capitalist,Day of Defeat Source
33706322,Counter-Strike Source,Half-Life,Team Fortress 2,Counter-Strike Global Offensive,Garry's Mod,Left 4 Dead 2,Sid Meier's Civilization IV,Fallout New Vegas,Fallout 3 - Game of the Year Edition,The Elder Scrolls V Skyrim
33778112,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Dota 2,Portal 2,Garry's Mod,Terraria,Borderlands 2
33807030,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Half-Life 2 Deathmatch,Portal,Borderlands,Left 4 Dead,Half-Life,Half-Life 2 Lost Coast,Alien Swarm
33865373,The Sims(TM) 3,Day of Defeat,Half-Life,The Stanley Parable,Scribblenauts Unlimited,Far Cry 3 Blood Dragon,Audiosurf,Sid Meier's Civilization IV,Half-Life Source,Half-Life 2 Episode Two
33910513,Counter-Strike Source,Team Fortress 2,Counter-Strike Global Offensive,Sid Meier's Civilization V,Left 4 Dead 2,Counter-Strike,The Elder Scrolls V Skyrim,Garry's Mod,Duke Nukem Forever,Terraria
33995654,Counter-Strike,Football Manager 2013,Total War SHOGUN 2,Empire Total War,Napoleon Total War,Rome Total War,Total War ROME II - Emperor Edition,Football Manager 2015,Football Manager 2012,Medieval II Total War
34040508,Counter-Strike Source,Team Fortress 2,Counter-Strike Global Offensive,Dota 2,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,PAYDAY 2,Terraria,Borderlands 2
34102593,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,Garry's Mod,The Elder Scrolls V Skyrim,Left 4 Dead 2,Terraria,PAYDAY 2,Sid Meier's Civilization V,Borderlands 2
34177747,Rocket League,Pillars of Eternity,South Park The Stick of Truth,Shadowrun Returns,Sniper Elite 3,Middle-earth Shadow of Mordor,Assassin's Creed IV Black Flag,Brothers - A Tale of Two Sons,Borderlands The Pre-Sequel,Scribblenauts Unlimited
34281672,Grand Theft Auto V,South Park The Stick of Truth,Arma 3,Far Cry 3,Grand Theft Auto IV,Fallout 4,The Witcher Enhanced Edition,DC Universe Online,Don't Starve,Borderlands
34384042,Half-Life Opposing Force,Killing Floor,Zombie Panic Source,Half-Life 2 Deathmatch,Half-Life,Half-Life 2 Episode One,Half-Life Blue Shift,DC Universe Online,Left 4 Dead,Half-Life 2 Lost Coast
34582304,Fallout New Vegas,Counter-Strike Source,Half-Life 2,Half-Life 2 Episode One,Fallout 4,Half-Life 2 Episode Two,Max Payne 3,Portal,Borderlands,Metro 2033
34658438,Counter-Strike,Counter-Strike Condition Zero,Day of Defeat,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike Source,Football Manager 2013,Team Fortress 2,Counter-Strike Global Offensive,Rome Total War,Left 4 Dead 2
34901647,Don't Starve,Don't Starve Together Beta,Starbound,Dungeon Defenders,Dark Souls Prepare to Die Edition,Magicka,DARK SOULS II Scholar of the First Sin,METAL GEAR SOLID V THE PHANTOM PAIN,RIFT,Path of Exile
34919318,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 3,Assassin's Creed IV Black Flag,Football Manager 2014,Age of Empires II HD Edition,XCOM Enemy Unknown,Saints Row The Third,Counter-Strike Source,Grand Theft Auto IV,Sleeping Dogs
35009482,Battlefield Bad Company 2,Unturned,No More Room in Hell,Left 4 Dead 2,Garry's Mod,Team Fortress 2,Saints Row The Third,Counter-Strike Global Offensive,Half-Life 2 Deathmatch,PAYDAY 2
35039277,Killing Floor,RIFT,Half-Life 2,Portal,Trine 2,Zombie Panic Source,Age of Empires II HD Edition,Natural Selection 2,Sanctum 2,Torchlight II
35047392,Dota 2,H1Z1,Team Fortress 2,Counter-Strike Global Offensive,Euro Truck Simulator 2,Call of Duty United Offensive,Garry's Mod,Rocket League,Left 4 Dead 2,The Elder Scrolls V Skyrim
35153301,Half-Life 2 Deathmatch,Half-Life 2 Episode One,Half-Life 2 Episode Two,Half-Life 2,Half-Life,Half-Life 2 Lost Coast,Day of Defeat Source,Counter-Strike Source,Portal,Killing Floor
35177894,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Counter-Strike Source,The Elder Scrolls V Skyrim,"Warhammer 40,000 Space Marine",Garry's Mod,Borderlands 2,Portal 2,Dota 2
35227774,Counter-Strike,Counter-Strike Condition Zero,Football Manager 2013,Counter-Strike Source,Day of Defeat,Day of Defeat Source,Football Manager 2012,Team Fortress 2,Left 4 Dead 2,Total War SHOGUN 2
35330593,Call of Duty 4 Modern Warfare,Half-Life 2,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 2 - Multiplayer,Portal,Call of Duty Black Ops - Multiplayer,Dungeon Defenders,Torchlight II,Call of Duty World at War,Half-Life 2 Episode One
35419030,Half-Life 2 Deathmatch,Half-Life 2 Episode One,Day of Defeat Source,Half-Life 2 Episode Two,Half-Life 2,Killing Floor,Left 4 Dead,Counter-Strike Source,Alien Swarm,Half-Life
35433662,Grand Theft Auto V,DayZ,Far Cry 3,Dota 2,Rust,Warframe,APB Reloaded,PlanetSide 2,Counter-Strike Global Offensive,PAYDAY 2
35701646,Rocket League,South Park The Stick of Truth,Scribblenauts Unlimited,Dust An Elysian Tail,Dead Island,Trine 2,L.A. Noire,Child of Light,Orcs Must Die!,Hammerwatch
35729292,Counter-Strike,PAYDAY The Heist,Robocraft,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Garry's Mod,Unturned,Dota 2,Counter-Strike Source
35849335,Half-Life 2 Episode Two,Half-Life 2 Episode One,Half-Life 2,Half-Life 2 Deathmatch,Portal,Borderlands,Left 4 Dead,Day of Defeat Source,Half-Life Source,Half-Life 2 Lost Coast
35864169,Counter-Strike Source,Counter-Strike,Assassin's Creed II,Batman Arkham City GOTY,Aliens vs. Predator,Batman Arkham Asylum GOTY Edition,Fallout New Vegas,Assassin's Creed Brotherhood,Left 4 Dead,Counter-Strike Condition Zero
36122886,Counter-Strike Condition Zero,Counter-Strike,Day of Defeat,Counter-Strike Condition Zero Deleted Scenes,GRID 2,Rome Total War,War of the Roses,Sniper Elite V2,Football Manager 2013,Zombie Panic Source
36404933,Counter-Strike Source,Grand Theft Auto V,The Witcher Enhanced Edition,The Walking Dead Season Two,The Walking Dead,Tropico 4,Super Meat Boy,Amnesia The Dark Descent,Killing Floor,BioShock 2
36439985,Counter-Strike Source,Team Fortress 2,Portal 2,Counter-Strike Global Offensive,Counter-Strike,Left 4 Dead 2,Half-Life 2,Garry's Mod,The Elder Scrolls V Skyrim,Portal
36502549,Grand Theft Auto V,Marvel Heroes 2015,South Park The Stick of Truth,Far Cry 3,Warframe,Middle-earth Shadow of Mordor,Dead Island,The Witcher Enhanced Edition,Tomb Raider,Saints Row The Third
36546868,H1Z1,Tropico 4,Dying Light,Kerbal Space Program,Elite Dangerous,Rocket League,XCOM Enemy Unknown,Age of Empires III Complete Collection,Euro Truck Simulator 2,Assassin's Creed IV Black Flag
36557643,Unturned,Robocraft,Risk of Rain,State of Decay,Plants vs. Zombies Game of the Year,Scribblenauts Unlimited,This War of Mine,Dragon Age Origins - Ultimate Edition,Europa Universalis IV,Guns of Icarus Online
36775354,Counter-Strike,Counter-Strike Condition Zero,Football Manager 2013,Day of Defeat,Napoleon Total War,Total War SHOGUN 2,Counter-Strike Source,Total War ROME II - Emperor Edition,Team Fortress 2,Counter-Strike Global Offensive
36791999,H1Z1,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Battlefield Bad Company 2,Total War ROME II - Emperor Edition,Grand Theft Auto IV,Call of Duty Black Ops,Rising Storm/Red Orchestra 2 Multiplayer,Fallout 4,Call of Duty Black Ops - Multiplayer
36978196,Counter-Strike,Counter-Strike Condition Zero,Day of Defeat Source,Rising Storm/Red Orchestra 2 Multiplayer,Team Fortress 2,Left 4 Dead 2,Counter-Strike Global Offensive,Dota 2,Euro Truck Simulator 2,Counter-Strike Source
37422528,Grand Theft Auto V,Call of Duty Modern Warfare 3 - Multiplayer,Tomb Raider,Call of Duty Modern Warfare 3,Counter-Strike Condition Zero,Counter-Strike,Warframe,Dota 2,Far Cry 3,TERA
37435998,Team Fortress 2,Counter-Strike Global Offensive,Counter-Strike Source,Left 4 Dead 2,Garry's Mod,Dota 2,The Elder Scrolls V Skyrim,Terraria,PAYDAY 2,Sid Meier's Civilization V
37468189,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,Garry's Mod,Left 4 Dead 2,The Elder Scrolls V Skyrim,Terraria,PAYDAY 2,Sid Meier's Civilization V,Borderlands 2
37490443,Counter-Strike,Half-Life 2 Episode Two,Borderlands,Alien Swarm,Saints Row The Third,Half-Life 2 Episode One,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 3 - Multiplayer,Half-Life 2,Portal
37708732,Counter-Strike Source,Day of Defeat Source,Counter-Strike Global Offensive,Left 4 Dead 2,Team Fortress 2,Garry's Mod,Half-Life 2 Deathmatch,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Portal 2
37723786,War Thunder,Alien Swarm,PAYDAY The Heist,Call of Duty Modern Warfare 3 - Multiplayer,DC Universe Online,Sniper Elite V2,Killing Floor,Call of Duty Modern Warfare 3,Battlefield Bad Company 2,Day of Defeat Source
37766583,DayZ,Infestation Survivor Stories,Arma 3,Neverwinter,Clicker Heroes,Call of Duty Modern Warfare 2 - Multiplayer,Battlefield Bad Company 2,Arma 2,DC Universe Online,Call of Duty Modern Warfare 2
37827989,Warframe,Neverwinter,PAYDAY The Heist,Sniper Elite V2,Grand Theft Auto V,Just Cause 2,Tom Clancy's Ghost Recon Phantoms - NA,Saints Row The Third,Dota 2,The Walking Dead Season Two
37829487,Fallout New Vegas,Grand Theft Auto V,Counter-Strike Source,Counter-Strike Global Offensive,Team Fortress 2,The Elder Scrolls V Skyrim,Left 4 Dead 2,Garry's Mod,PAYDAY 2,Fallout 4
38049880,Call of Duty 4 Modern Warfare,Clicker Heroes,Killing Floor 2,Call of Duty Black Ops II - Multiplayer,Infestation Survivor Stories,APB Reloaded,Call of Duty World at War,DmC Devil May Cry,Call of Duty Black Ops - Multiplayer,Mirror's Edge
38179194,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,The Elder Scrolls V Skyrim,Garry's Mod,Left 4 Dead 2,Terraria,Sid Meier's Civilization V,PAYDAY 2,Borderlands 2
38293596,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,Garry's Mod,The Elder Scrolls V Skyrim,Left 4 Dead 2,Terraria,PAYDAY 2,Sid Meier's Civilization V,Borderlands 2
38317154,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops,Torchlight II,RIFT,Path of Exile,Call of Duty 4 Modern Warfare,Age of Empires II HD Edition,Natural Selection 2
38323067,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,Warframe,The Elder Scrolls V Skyrim,Garry's Mod,Left 4 Dead 2,PAYDAY 2,Terraria,Borderlands 2
38436635,Unturned,Team Fortress 2,Dota 2,Counter-Strike Global Offensive,Garry's Mod,Robocraft,Left 4 Dead 2,PAYDAY 2,The Elder Scrolls V Skyrim,Terraria
38465050,Rise of Nations Extended Edition,Trine,GRID 2,Assetto Corsa,Dota 2,Spintires,Bejeweled 3,Portal 2,Counter-Strike Global Offensive,Team Fortress 2
38731746,Age of Empires II HD Edition,Insurgency Modern Infantry Combat,Counter-Strike Source,Football Manager 2015,Napoleon Total War,Football Manager 2011,Football Manager 2010,Football Manager 2012,Insurgency,Crusader Kings II
